"LAST_UPDATE","COUNTRY_REGION","PROVINCE_STATE","CONFIRMED","DEATHS","RECOVERED","ACTIVE"
"2020-05-10 00:00:00","US","Oklahoma","4490","270","0","4220"
"2020-05-10 00:00:00","US","Texas","38394","1066","0","37328"
"2020-05-10 00:00:00","US","Wisconsin","9939","398","0","9541"
"2020-05-11 00:00:00","US","Colorado","19703","971","0","18732"
"2020-05-11 00:00:00","US","Minnesota","11271","578","0","10693"
"2020-05-11 00:00:00","US","Oklahoma","4589","272","0","4317"
"2020-05-11 00:00:00","US","Texas","39258","1094","0","38164"
"2020-05-11 00:00:00","US","Wisconsin","10219","400","0","9819"
"2020-05-12 00:00:00","US","Colorado","19879","987","0","18892"
"2020-05-12 00:00:00","US","Minnesota","11799","591","0","11208"
"2020-05-12 00:00:00","US","Oklahoma","4613","274","0","4339"
"2020-05-12 00:00:00","US","Texas","40555","1117","0","39438"
"2020-05-12 00:00:00","US","Wisconsin","10418","409","0","10009"
"2020-05-13 00:00:00","US","Colorado","20157","1010","0","19147"
"2020-05-13 00:00:00","US","Minnesota","12494","614","0","11880"
"2020-05-13 00:00:00","US","Oklahoma","4732","278","0","4454"
"2020-05-13 00:00:00","US","Texas","41432","1146","0","40286"
"2020-05-13 00:00:00","US","Wisconsin","10611","418","0","10193"
"2020-05-14 00:00:00","US","Colorado","20475","1062","0","19413"
"2020-05-14 00:00:00","US","Minnesota","12917","638","0","12279"
"2020-05-14 00:00:00","US","Oklahoma","4858","278","0","4580"
"2020-05-14 00:00:00","US","Texas","43020","1172","0","41848"
"2020-05-14 00:00:00","US","Wisconsin","10902","421","0","10481"
"2020-05-15 00:00:00","US","Colorado","20838","1086","0","19752"
"2020-05-15 00:00:00","US","Minnesota","13435","672","0","12763"
"2020-05-15 00:00:00","US","Oklahoma","4963","284","0","4679"
"2020-05-15 00:00:00","US","Texas","44480","1235","0","43245"
"2020-05-15 00:00:00","US","Wisconsin","11275","434","0","10841"
"2020-05-16 00:00:00","US","Colorado","21232","1150","0","20082"
"2020-05-16 00:00:00","US","Minnesota","14240","692","0","13548"
"2020-05-16 00:00:00","US","Oklahoma","5087","285","0","4802"
"2020-05-16 00:00:00","US","Texas","45721","1280","0","44441"
"2020-05-16 00:00:00","US","Wisconsin","11685","445","0","11240"
